transaction_id,user_id,merchant_id,merchant_category,amount,txn_timestamp,is_fraud
T102058,U10179,M1001,utilities,95.15,2026-05-01 15:19:00,0
T101350,U10110,M1006,grocery,40.72,2026-05-01 15:36:11,0
T101330,U10279,M1017,electronics,54.98,2026-05-01 15:52:52,0
T104709,U10227,M1041,utilities,19.5,2026-05-01 16:04:08,0
T106928,U10000,M1007,restaurant,310.04,2026-05-01 16:07:58,0
T103299,U10075,M1039,restaurant,131.48,2026-05-01 16:09:42,0
T103910,U10062,M1038,travel,21.33,2026-05-01 16:37:04,0
T100379,U10192,M1022,electronics,47.99,2026-05-01 16:43:43,0
T104854,U10016,M1052,gaming,50.43,2026-05-01 17:24:58,0
T106554,U10027,M1005,fashion,65.36,2026-05-01 17:43:32,0
T100943,U10178,M1006,grocery,19.68,2026-05-01 17:44:54,1
T104268,U10014,M1036,fashion,20.48,2026-05-01 17:56:02,0
T105646,U10015,M1026,crypto,207.7,2026-05-01 18:07:36,0
T105508,U10259,M1019,crypto,77.15,2026-05-01 18:37:27,0
T100594,U10142,M1040,electronics,29.49,2026-05-01 18:59:27,0
T102421,U10061,M1036,fashion,149.62,2026-05-01 19:25:07,0
T107398,U10216,M1027,fashion,101.23,2026-05-01 19:32:10,0
T107622,U10072,M1048,restaurant,29.76,2026-05-01 19:36:15,0
T101177,U10134,M1014,utilities,56.66,2026-05-01 19:37:31,0
T106189,U10028,M1036,fashion,15.45,2026-05-01 20:00:58,0
T104606,U10003,M1043,gaming,18.14,2026-05-01 20:01:40,0
T101431,U10080,M1004,crypto,11.12,2026-05-01 20:04:55,0
T107197,U10042,M1053,crypto,29.81,2026-05-01 20:07:21,0
T101294,U10026,M1004,crypto,16.29,2026-05-01 20:12:09,0
T107940,U10244,M1056,gambling,156.69,2026-05-01 20:23:43,0
T107262,U10090,M1047,fashion,46.75,2026-05-01 20:26:01,0
T103947,U10189,M1054,crypto,11.15,2026-05-01 20:26:31,0
T105548,U10267,M1017,electronics,25.26,2026-05-01 20:28:08,0
T101428,U10028,M1023,pharmacy,19.5,2026-05-01 20:37:47,0
T103903,U10055,M1041,utilities,16.9,2026-05-01 21:28:13,0
T102290,U10147,M1005,fashion,85.91,2026-05-01 22:12:24,0
T106187,U10182,M1034,fashion,80.54,2026-05-01 23:23:01,0
T106153,U10136,M1007,restaurant,117.05,2026-05-01 23:44:41,0
T100593,U10043,M1021,gaming,57.31,2026-05-01 23:53:57,0
T104337,U10068,M1039,restaurant,40.4,2026-05-02 00:10:30,0
T101156,U10243,M1006,grocery,277.61,2026-05-02 00:44:41,0
T104142,U10208,M1025,restaurant,6.5,2026-05-02 02:03:31,0
T107485,U10261,M1006,grocery,37.21,2026-05-02 02:30:47,0
T107646,U10118,M1023,pharmacy,66.23,2026-05-02 02:53:57,0
T101415,U10088,M1043,gaming,105.94,2026-05-02 03:03:19,0
T105517,U10269,M1046,crypto,16.15,2026-05-02 03:05:48,0
T103344,U10016,M1059,restaurant,38.07,2026-05-02 03:24:58,0
T105068,U10252,M1058,utilities,35.07,2026-05-02 05:16:23,0
T104393,U10124,M1024,utilities,34.74,2026-05-02 05:39:43,0
T101105,U10071,M1034,fashion,86.87,2026-05-02 07:33:43,0
T107801,U10049,M1020,gambling,31.2,2026-05-02 07:42:52,0
T100390,U10131,M1011,pharmacy,34.11,2026-05-02 08:00:18,0
T107819,U10226,M1038,travel,49.06,2026-05-02 08:04:32,0
T101055,U10212,M1038,travel,11.38,2026-05-02 08:32:00,0
T102233,U10181,M1029,crypto,29.5,2026-05-02 08:47:49,0
T100400,U10209,M1000,grocery,28.85,2026-05-02 08:54:31,0
T106352,U10153,M1048,restaurant,89.34,2026-05-02 09:01:30,0
T107870,U10158,M1028,gambling,28.71,2026-05-02 09:02:47,0
T105099,U10033,M1054,crypto,72.84,2026-05-02 09:17:31,0
T103222,U10090,M1051,electronics,24.66,2026-05-02 09:44:45,0
T106525,U10078,M1010,gambling,31.85,2026-05-02 10:13:15,0
T104046,U10108,M1029,crypto,96.72,2026-05-02 10:13:46,0
T106147,U10145,M1030,crypto,30.8,2026-05-02 10:42:27,0
T102057,U10092,M1006,grocery,32.48,2026-05-02 11:17:24,0
T106101,U10278,M1008,travel,164.89,2026-05-02 11:36:17,0
T105510,U10169,M1012,utilities,28.65,2026-05-02 11:47:44,0
T102795,U10122,M1021,gaming,18.12,2026-05-02 12:25:19,1
T106734,U10164,M1022,electronics,9.65,2026-05-02 12:59:31,0
T100456,U10084,M1019,crypto,43.86,2026-05-02 13:06:47,0
T104948,U10042,M1030,crypto,43.08,2026-05-02 13:07:37,0
T102578,U10223,M1008,travel,13.19,2026-05-02 13:27:29,0
T100243,U10002,M1055,grocery,28.58,2026-05-02 13:33:20,0
T107319,U10169,M1031,travel,41.49,2026-05-02 13:49:01,0
T103200,U10027,M1043,gaming,75.78,2026-05-02 13:52:48,0
T107689,U10120,M1003,crypto,59.73,2026-05-02 14:21:37,0
T106273,U10014,M1052,gaming,12.83,2026-05-02 14:22:19,0
T107036,U10034,M1004,crypto,53.6,2026-05-02 14:22:33,0
T106641,U10273,M1017,electronics,34.74,2026-05-02 15:03:52,0
T106527,U10035,M1009,grocery,38.16,2026-05-02 15:06:04,0
T100121,U10159,M1002,restaurant,41.93,2026-05-02 15:22:46,0
T101512,U10121,M1019,crypto,11.72,2026-05-02 16:34:04,0
T101108,U10281,M1012,utilities,51.21,2026-05-02 16:34:35,0
T107235,U10038,M1036,fashion,31.26,2026-05-02 17:08:42,0
T100618,U10231,M1004,crypto,16.16,2026-05-02 17:15:52,0
T107596,U10104,M1042,utilities,81.47,2026-05-02 17:33:39,0
T105966,U10286,M1054,crypto,89.59,2026-05-02 18:10:55,0
T104279,U10153,M1044,grocery,105.46,2026-05-02 18:27:23,0
T100693,U10209,M1049,utilities,64.02,2026-05-02 18:41:12,0
T105425,U10233,M1045,pharmacy,19.54,2026-05-02 19:23:07,0
T100938,U10023,M1000,grocery,22.56,2026-05-02 19:48:21,0
T102736,U10050,M1036,fashion,102.31,2026-05-02 19:56:25,0
T101323,U10130,M1047,fashion,22.4,2026-05-02 20:09:55,1
T107578,U10098,M1027,fashion,30.86,2026-05-02 20:19:20,0
T102698,U10276,M1032,grocery,30.15,2026-05-02 20:27:25,0
T107588,U10050,M1031,travel,49.19,2026-05-02 20:45:50,0
T107648,U10093,M1020,gambling,204.32,2026-05-02 20:56:22,0
T104511,U10146,M1037,fashion,33.08,2026-05-02 21:39:55,0
T105898,U10069,M1017,electronics,64.11,2026-05-02 23:06:51,0
T106201,U10241,M1034,fashion,200.47,2026-05-02 23:08:18,0
T103996,U10199,M1044,grocery,65.47,2026-05-02 23:13:54,0
T103551,U10066,M1053,crypto,6.74,2026-05-02 23:22:57,0
T102190,U10007,M1059,restaurant,11.65,2026-05-03 00:08:39,0
T103461,U10261,M1033,gambling,17.01,2026-05-03 00:32:37,0
T102380,U10089,M1008,travel,35.29,2026-05-03 00:58:04,0
T103132,U10276,M1014,utilities,29.95,2026-05-03 01:42:07,0
T100825,U10205,M1011,pharmacy,41.57,2026-05-03 03:03:42,0
T103975,U10084,M1010,gambling,17.41,2026-05-03 03:52:08,0
T104823,U10016,M1055,grocery,22.79,2026-05-03 04:03:11,0
T104479,U10074,M1003,crypto,47.0,2026-05-03 04:16:53,0
T101273,U10008,M1037,fashion,28.12,2026-05-03 05:02:48,0
T102133,U10138,M1030,crypto,15.01,2026-05-03 05:06:35,0
T101577,U10091,M1059,restaurant,60.3,2026-05-03 05:11:21,0
T103751,U10151,M1019,crypto,111.93,2026-05-03 05:52:23,0
T102885,U10061,M1005,fashion,50.51,2026-05-03 06:18:40,0
T102958,U10156,M1007,restaurant,30.19,2026-05-03 07:13:16,0
T105338,U10131,M1034,fashion,31.17,2026-05-03 07:13:58,0
T102626,U10089,M1040,electronics,11.88,2026-05-03 07:17:53,0
T102988,U10284,M1020,gambling,111.33,2026-05-03 08:12:15,0
T105956,U10257,M1043,gaming,39.18,2026-05-03 08:14:15,0
T100242,U10087,M1028,gambling,36.77,2026-05-03 09:37:43,0
T104406,U10007,M1050,utilities,37.42,2026-05-03 09:57:54,0
T102126,U10026,M1049,utilities,29.93,2026-05-03 10:06:41,0
T107305,U10234,M1047,fashion,68.34,2026-05-03 10:22:49,0
T102489,U10139,M1003,crypto,21.49,2026-05-03 10:37:45,0
T105583,U10108,M1008,travel,556.9,2026-05-03 10:39:24,0
T102796,U10198,M1003,crypto,47.51,2026-05-03 10:58:54,0
T102352,U10241,M1019,crypto,27.96,2026-05-03 11:18:35,0
T104462,U10023,M1033,gambling,708.61,2026-05-03 12:04:50,0
T101768,U10057,M1009,grocery,15.51,2026-05-03 12:16:22,0
T103457,U10271,M1054,crypto,5.5,2026-05-03 12:23:55,0
T106383,U10257,M1002,restaurant,21.4,2026-05-03 13:13:34,0
T103159,U10152,M1033,gambling,22.98,2026-05-03 13:14:09,0
T103845,U10006,M1026,crypto,78.14,2026-05-03 13:16:13,1
T106203,U10165,M1043,gaming,18.57,2026-05-03 13:42:36,0
T101365,U10271,M1006,grocery,18.72,2026-05-03 13:51:58,0
T106523,U10287,M1035,grocery,67.22,2026-05-03 14:07:10,0
T100083,U10122,M1007,restaurant,13.84,2026-05-03 14:11:24,0
T104553,U10285,M1011,pharmacy,38.46,2026-05-03 14:20:17,0
T107658,U10255,M1001,utilities,43.77,2026-05-03 14:21:44,0
T104483,U10233,M1059,restaurant,32.25,2026-05-03 14:45:04,0
T107310,U10262,M1023,pharmacy,50.03,2026-05-03 14:50:35,0
T100789,U10192,M1014,utilities,50.58,2026-05-03 15:45:28,0
T105489,U10102,M1047,fashion,33.03,2026-05-03 15:56:49,0
T107117,U10087,M1054,crypto,26.4,2026-05-03 16:14:44,0
T103739,U10020,M1047,fashion,65.01,2026-05-03 16:37:49,0
T104564,U10127,M1053,crypto,54.28,2026-05-03 16:46:56,0
T105478,U10281,M1048,restaurant,36.75,2026-05-03 16:48:55,0
T100391,U10142,M1037,fashion,17.09,2026-05-03 17:54:24,0
T100883,U10024,M1023,pharmacy,25.61,2026-05-03 18:19:13,0
T102603,U10173,M1035,grocery,35.52,2026-05-03 18:52:58,0
T105248,U10269,M1047,fashion,78.34,2026-05-03 19:30:38,0
T103465,U10249,M1019,crypto,35.48,2026-05-03 19:54:01,0
T103877,U10152,M1048,restaurant,71.84,2026-05-03 20:35:56,0
T105246,U10216,M1025,restaurant,34.18,2026-05-03 20:39:37,0
T103720,U10267,M1057,electronics,52.98,2026-05-03 20:55:52,0
T100980,U10099,M1034,fashion,41.72,2026-05-03 21:07:01,0
T103459,U10290,M1055,grocery,39.01,2026-05-03 21:26:47,0
T101622,U10282,M1012,utilities,188.3,2026-05-03 21:27:08,0
T102177,U10167,M1016,gambling,78.43,2026-05-03 22:09:33,0
T102043,U10238,M1034,fashion,40.75,2026-05-03 22:44:34,0
T103047,U10208,M1003,crypto,7.54,2026-05-03 23:08:38,0
T103115,U10179,M1043,gaming,20.86,2026-05-03 23:14:32,0
T100786,U10215,M1057,electronics,88.18,2026-05-03 23:20:12,0
T104976,U10195,M1022,electronics,111.25,2026-05-03 23:41:56,0
T101757,U10147,M1042,utilities,46.34,2026-05-03 23:44:16,0
T106131,U10284,M1022,electronics,63.96,2026-05-03 23:44:41,0
T102370,U10207,M1057,electronics,50.17,2026-05-03 23:48:50,0
T103479,U10236,M1001,utilities,50.38,2026-05-04 00:18:19,0
T100421,U10266,M1030,crypto,18.26,2026-05-04 00:32:41,0
T100320,U10276,M1049,utilities,8.86,2026-05-04 00:44:21,0
T100966,U10090,M1009,grocery,17.25,2026-05-04 01:22:42,0
T103223,U10208,M1024,utilities,22.94,2026-05-04 02:15:09,1
T103761,U10143,M1017,electronics,36.59,2026-05-04 02:27:14,0
T100337,U10212,M1017,electronics,23.01,2026-05-04 02:31:51,0
T100184,U10063,M1054,crypto,27.93,2026-05-04 03:37:13,0
T103234,U10264,M1023,pharmacy,10.98,2026-05-04 03:41:04,0
T102398,U10069,M1042,utilities,8.28,2026-05-04 04:28:03,0
T104900,U10070,M1042,utilities,21.19,2026-05-04 04:39:14,0
T105831,U10198,M1019,crypto,25.5,2026-05-04 04:51:19,0
T105121,U10158,M1005,fashion,17.12,2026-05-04 05:00:48,0
T103104,U10258,M1017,electronics,7.73,2026-05-04 05:01:47,0
T103632,U10213,M1019,crypto,25.64,2026-05-04 05:44:57,0
T101945,U10157,M1051,electronics,23.09,2026-05-04 06:18:18,0
T106231,U10125,M1004,crypto,219.25,2026-05-04 07:07:17,0
T104597,U10210,M1051,electronics,42.47,2026-05-04 07:08:51,0
T100298,U10085,M1047,fashion,16.7,2026-05-04 07:20:54,0
T100357,U10005,M1001,utilities,28.19,2026-05-04 08:23:37,1
T104491,U10291,M1008,travel,18.78,2026-05-04 11:50:13,0
T106502,U10066,M1028,gambling,32.49,2026-05-04 12:13:20,1
T102297,U10260,M1037,fashion,9.45,2026-05-04 12:31:42,0
T107889,U10152,M1022,electronics,46.54,2026-05-04 13:18:58,1
T101464,U10000,M1001,utilities,145.99,2026-05-04 13:27:25,0
T104925,U10104,M1018,fashion,21.06,2026-05-04 13:55:13,0
T105295,U10087,M1024,utilities,98.39,2026-05-04 13:55:38,0
T105150,U10223,M1005,fashion,13.78,2026-05-04 13:57:50,0
T105438,U10238,M1059,restaurant,8.78,2026-05-04 14:02:18,0
T104076,U10149,M1028,gambling,19.7,2026-05-04 14:37:31,0
T107178,U10087,M1023,pharmacy,43.88,2026-05-04 14:49:34,0
T103968,U10222,M1046,crypto,72.26,2026-05-04 16:14:23,0
T104480,U10134,M1021,gaming,50.54,2026-05-04 16:32:55,0
T102863,U10210,M1037,fashion,5.71,2026-05-04 16:41:44,0
T103262,U10263,M1031,travel,5.1,2026-05-04 16:49:16,0
T105496,U10282,M1056,gambling,82.68,2026-05-04 17:10:21,0
T100462,U10252,M1019,crypto,26.11,2026-05-04 18:03:14,0
T105047,U10015,M1027,fashion,71.43,2026-05-04 18:38:23,0
T101395,U10139,M1031,travel,37.74,2026-05-04 19:05:30,0
T101740,U10178,M1041,utilities,39.26,2026-05-04 19:15:47,0
T104834,U10210,M1000,grocery,22.98,2026-05-04 19:32:26,0
T103640,U10103,M1046,crypto,65.27,2026-05-04 20:18:30,1
T107381,U10210,M1044,grocery,12.08,2026-05-04 20:34:24,0
T105406,U10046,M1047,fashion,13.11,2026-05-04 20:47:53,0
T105402,U10103,M1048,restaurant,27.42,2026-05-04 20:51:16,0
T106986,U10001,M1017,electronics,94.64,2026-05-04 20:53:25,0
T103530,U10100,M1003,crypto,105.89,2026-05-04 20:57:59,0
T106252,U10295,M1037,fashion,90.04,2026-05-04 21:19:13,0
T105023,U10205,M1020,gambling,9.56,2026-05-04 21:25:12,0
T102205,U10038,M1053,crypto,91.66,2026-05-04 21:39:44,0
T102722,U10002,M1029,crypto,40.81,2026-05-04 22:22:22,0
T106358,U10182,M1051,electronics,18.15,2026-05-04 23:30:08,0
T102049,U10253,M1035,grocery,119.38,2026-05-04 23:54:19,0
T102010,U10111,M1038,travel,48.4,2026-05-05 00:13:45,0
T103320,U10232,M1016,gambling,51.5,2026-05-05 00:50:28,0
T102261,U10052,M1022,electronics,36.29,2026-05-05 01:05:59,0
T103891,U10190,M1037,fashion,21.08,2026-05-05 01:15:03,0
T101998,U10012,M1042,utilities,23.87,2026-05-05 01:32:49,0
T106305,U10150,M1007,restaurant,79.06,2026-05-05 01:44:58,0
T102360,U10031,M1023,pharmacy,25.7,2026-05-05 03:44:30,0
T105571,U10167,M1028,gambling,48.23,2026-05-05 03:52:58,0
T103136,U10111,M1016,gambling,17.75,2026-05-05 04:03:48,0
T102492,U10260,M1000,grocery,60.61,2026-05-05 04:16:11,0
T103736,U10138,M1030,crypto,46.39,2026-05-05 04:23:51,0
T100568,U10234,M1035,grocery,34.79,2026-05-05 04:47:19,0
T104690,U10176,M1013,utilities,132.2,2026-05-05 05:23:32,0
T107366,U10186,M1044,grocery,71.77,2026-05-05 05:30:20,0
T100701,U10107,M1037,fashion,335.9,2026-05-05 05:41:55,0
T102064,U10261,M1010,gambling,23.38,2026-05-05 05:47:58,0
T103637,U10247,M1033,gambling,14.65,2026-05-05 06:14:28,0
T100490,U10215,M1025,restaurant,22.77,2026-05-05 06:21:30,0
T103268,U10052,M1005,fashion,31.66,2026-05-05 06:21:39,0
T105251,U10211,M1044,grocery,15.05,2026-05-05 06:21:49,0
T102727,U10178,M1018,fashion,94.73,2026-05-05 07:59:18,0
T102367,U10087,M1031,travel,15.85,2026-05-05 09:06:58,0
T104591,U10099,M1014,utilities,44.76,2026-05-05 09:23:55,0
T103085,U10008,M1011,pharmacy,19.1,2026-05-05 09:24:29,0
T103097,U10164,M1024,utilities,31.11,2026-05-05 09:25:08,0
T104026,U10152,M1009,grocery,19.81,2026-05-05 09:48:44,0
T101139,U10277,M1051,electronics,36.23,2026-05-05 11:01:35,0
T101377,U10126,M1056,gambling,24.35,2026-05-05 11:21:28,0
T105465,U10007,M1018,fashion,54.68,2026-05-05 11:26:05,0
T100408,U10154,M1009,grocery,43.97,2026-05-05 12:56:06,0
T101734,U10219,M1035,grocery,23.63,2026-05-05 13:05:04,0
T104631,U10193,M1013,utilities,14.23,2026-05-05 13:06:40,0
T100233,U10093,M1004,crypto,239.89,2026-05-05 13:11:37,0
T100459,U10142,M1059,restaurant,36.11,2026-05-05 13:12:25,0
T102827,U10266,M1005,fashion,58.14,2026-05-05 14:03:11,0
T107238,U10210,M1023,pharmacy,21.41,2026-05-05 15:27:17,0
T100278,U10117,M1023,pharmacy,30.34,2026-05-05 16:06:40,0
T104463,U10150,M1044,grocery,166.19,2026-05-05 16:52:25,0
T106841,U10285,M1056,gambling,78.33,2026-05-05 17:00:45,0
T107846,U10202,M1011,pharmacy,66.05,2026-05-05 17:05:08,0
T107163,U10008,M1008,travel,21.85,2026-05-05 17:28:24,0
T104937,U10037,M1034,fashion,29.47,2026-05-05 18:43:27,0
T102369,U10062,M1043,gaming,16.02,2026-05-05 19:18:45,0
T105658,U10143,M1009,grocery,30.17,2026-05-05 19:45:52,0
T104161,U10056,M1018,fashion,45.54,2026-05-05 19:57:14,0
T105216,U10185,M1036,fashion,263.4,2026-05-05 20:19:07,0
T100780,U10037,M1007,restaurant,66.11,2026-05-05 20:23:05,0
T104456,U10067,M1022,electronics,17.83,2026-05-05 20:25:23,0
T107788,U10283,M1031,travel,79.03,2026-05-05 20:27:24,0
T101510,U10143,M1057,electronics,36.62,2026-05-05 20:32:28,0
T100322,U10044,M1025,restaurant,51.16,2026-05-05 20:49:27,0
T105896,U10095,M1019,crypto,47.65,2026-05-05 20:57:41,0
T105317,U10258,M1027,fashion,21.92,2026-05-05 21:16:33,0
T107175,U10043,M1043,gaming,10.02,2026-05-05 22:56:59,0
T103265,U10283,M1054,crypto,22.37,2026-05-05 23:24:13,0
T107169,U10214,M1002,restaurant,35.5,2026-05-05 23:24:23,0
T100330,U10174,M1051,electronics,14.91,2026-05-05 23:26:19,0
T102474,U10018,M1032,grocery,38.31,2026-05-06 00:48:29,0
T105563,U10055,M1057,electronics,57.38,2026-05-06 01:46:41,0
T107102,U10294,M1030,crypto,158.31,2026-05-06 02:28:05,0
T105911,U10257,M1015,utilities,40.46,2026-05-06 02:46:54,0
T107027,U10237,M1034,fashion,66.57,2026-05-06 03:13:12,0
T105877,U10141,M1039,restaurant,44.68,2026-05-06 03:16:41,0
T100817,U10291,M1000,grocery,50.77,2026-05-06 03:22:40,0
T103956,U10193,M1017,electronics,10.41,2026-05-06 03:27:17,0
T107511,U10001,M1009,grocery,21.43,2026-05-06 03:33:22,0
T104433,U10005,M1011,pharmacy,57.18,2026-05-06 03:38:13,0
T104326,U10198,M1029,crypto,16.94,2026-05-06 04:06:10,0
T106799,U10006,M1041,utilities,31.49,2026-05-06 04:45:16,0
T102866,U10200,M1032,grocery,24.03,2026-05-06 05:19:25,0
T100428,U10197,M1054,crypto,322.31,2026-05-06 06:36:46,0
T100282,U10097,M1010,gambling,40.07,2026-05-06 06:58:57,0
T101018,U10185,M1051,electronics,53.43,2026-05-06 07:10:17,0
T106587,U10021,M1034,fashion,28.79,2026-05-06 07:36:58,0
T105315,U10034,M1059,restaurant,76.02,2026-05-06 07:48:01,0
T101072,U10040,M1015,utilities,23.31,2026-05-06 08:09:35,0
T101361,U10152,M1048,restaurant,84.53,2026-05-06 08:31:33,0
T104000,U10100,M1038,travel,15.84,2026-05-06 09:07:18,0
T102362,U10021,M1048,restaurant,24.29,2026-05-06 09:18:07,0
T101138,U10285,M1041,utilities,31.56,2026-05-06 09:56:52,0
T104124,U10090,M1022,electronics,18.4,2026-05-06 10:27:00,0
T105097,U10277,M1005,fashion,134.57,2026-05-06 11:07:01,0
T107358,U10211,M1016,gambling,44.3,2026-05-06 11:42:06,0
T107999,U10070,M1059,restaurant,17.71,2026-05-06 11:49:17,0
T107902,U10068,M1052,gaming,35.52,2026-05-06 12:51:06,0
T107293,U10163,M1012,utilities,178.73,2026-05-06 12:56:03,0
T101617,U10102,M1029,crypto,106.91,2026-05-06 13:25:05,0
T107972,U10202,M1052,gaming,53.97,2026-05-06 14:19:06,0
T100422,U10056,M1021,gaming,23.64,2026-05-06 14:25:57,0
T107053,U10234,M1056,gambling,22.1,2026-05-06 14:50:43,0
T103285,U10020,M1056,gambling,52.87,2026-05-06 15:02:41,0
T104348,U10220,M1019,crypto,39.42,2026-05-06 15:03:15,0
T101493,U10254,M1039,restaurant,63.33,2026-05-06 15:49:38,0
T100667,U10012,M1021,gaming,32.46,2026-05-06 15:53:51,0
T106980,U10244,M1044,grocery,43.45,2026-05-06 16:16:34,0
T107831,U10038,M1019,crypto,26.24,2026-05-06 16:38:33,0
T103965,U10040,M1051,electronics,38.74,2026-05-06 16:57:03,0
T102604,U10190,M1057,electronics,48.91,2026-05-06 17:08:22,1
T100862,U10152,M1028,gambling,16.79,2026-05-06 17:20:04,0
T100175,U10188,M1056,gambling,11.64,2026-05-06 17:25:05,0
T101095,U10285,M1050,utilities,16.33,2026-05-06 18:29:02,0
T104515,U10284,M1046,crypto,81.52,2026-05-06 18:36:11,0
T100734,U10004,M1035,grocery,107.8,2026-05-06 18:39:20,0
T105768,U10036,M1011,pharmacy,31.07,2026-05-06 19:48:38,0
T100740,U10221,M1043,gaming,23.41,2026-05-06 20:15:26,0
T101049,U10199,M1012,utilities,63.05,2026-05-06 20:43:38,0
T105116,U10198,M1059,restaurant,19.88,2026-05-06 20:50:27,0
T107794,U10008,M1009,grocery,14.76,2026-05-06 21:05:05,0
T102584,U10107,M1010,gambling,41.09,2026-05-06 21:08:12,0
T105944,U10206,M1020,gambling,6.09,2026-05-06 21:13:26,0
T101457,U10195,M1006,grocery,21.03,2026-05-06 21:31:31,0
T104624,U10016,M1039,restaurant,26.08,2026-05-06 21:32:05,0
T101536,U10230,M1028,gambling,84.15,2026-05-06 22:02:36,0
T106090,U10021,M1007,restaurant,70.53,2026-05-06 22:07:28,0
T100275,U10049,M1042,utilities,13.59,2026-05-06 22:25:44,0
T106327,U10137,M1011,pharmacy,28.94,2026-05-06 23:36:35,1
T102929,U10160,M1030,crypto,110.08,2026-05-07 00:27:19,0
T100291,U10116,M1048,restaurant,7.26,2026-05-07 00:27:40,0
T106622,U10003,M1038,travel,33.02,2026-05-07 00:57:13,0
T100530,U10044,M1037,fashion,92.67,2026-05-07 01:31:32,0
T107936,U10135,M1014,utilities,14.08,2026-05-07 02:44:05,0
T100760,U10230,M1039,restaurant,56.92,2026-05-07 02:56:09,0
T105187,U10235,M1015,utilities,134.91,2026-05-07 03:11:22,0
T104417,U10089,M1059,restaurant,20.02,2026-05-07 03:29:57,0
T101312,U10299,M1034,fashion,53.38,2026-05-07 04:06:40,0
T106563,U10237,M1035,grocery,13.28,2026-05-07 04:09:08,0
T105803,U10000,M1038,travel,74.48,2026-05-07 04:27:06,0
T101325,U10082,M1015,utilities,47.61,2026-05-07 04:32:57,0
T103399,U10174,M1042,utilities,21.98,2026-05-07 04:51:52,0
T102637,U10197,M1011,pharmacy,38.73,2026-05-07 05:12:09,0
T107371,U10105,M1007,restaurant,20.93,2026-05-07 06:08:47,0
T107225,U10267,M1055,grocery,17.66,2026-05-07 06:17:54,0
T107347,U10281,M1019,crypto,38.65,2026-05-07 07:06:14,1
T102171,U10198,M1025,restaurant,10.39,2026-05-07 08:07:15,0
T102511,U10000,M1013,utilities,103.98,2026-05-07 09:57:43,0
T103901,U10034,M1011,pharmacy,86.93,2026-05-07 10:00:50,0
T103949,U10127,M1055,grocery,57.42,2026-05-07 10:36:54,0
T103342,U10099,M1032,grocery,14.9,2026-05-07 10:49:16,0
T107208,U10006,M1026,crypto,45.76,2026-05-07 11:20:17,0
T102601,U10067,M1013,utilities,180.96,2026-05-07 11:21:41,0
T104762,U10011,M1058,utilities,75.63,2026-05-07 11:27:34,0
T102167,U10066,M1007,restaurant,23.85,2026-05-07 11:28:59,0
T104932,U10283,M1042,utilities,31.74,2026-05-07 11:30:16,0
T107830,U10105,M1020,gambling,17.31,2026-05-07 11:30:24,0
T103824,U10017,M1018,fashion,59.97,2026-05-07 12:06:51,0
T105196,U10253,M1041,utilities,138.26,2026-05-07 12:21:27,0
T101600,U10122,M1046,crypto,15.13,2026-05-07 12:25:47,0
T101399,U10033,M1057,electronics,41.18,2026-05-07 12:39:17,0
T102690,U10205,M1027,fashion,38.62,2026-05-07 12:55:52,0
T103722,U10199,M1053,crypto,49.54,2026-05-07 13:05:54,0
T101598,U10118,M1059,restaurant,43.29,2026-05-07 13:12:02,0
T107921,U10039,M1046,crypto,13.69,2026-05-07 13:52:13,0
T101363,U10064,M1042,utilities,32.01,2026-05-07 14:42:50,0
T104453,U10225,M1005,fashion,50.6,2026-05-07 14:51:28,0
T105591,U10085,M1031,travel,12.65,2026-05-07 15:05:03,0
T103604,U10065,M1048,restaurant,43.45,2026-05-07 15:12:52,0
T102122,U10218,M1048,restaurant,249.83,2026-05-07 15:39:29,0
T101489,U10024,M1027,fashion,33.57,2026-05-07 15:55:47,0
T107944,U10130,M1007,restaurant,17.74,2026-05-07 16:21:46,0
T106384,U10281,M1041,utilities,54.83,2026-05-07 16:32:59,0
T107335,U10053,M1006,grocery,30.98,2026-05-07 16:39:06,0
T103302,U10207,M1029,crypto,46.08,2026-05-07 16:46:22,0
T101423,U10246,M1037,fashion,19.83,2026-05-07 17:20:44,0
T107851,U10240,M1034,fashion,33.95,2026-05-07 17:23:17,0
T102454,U10205,M1042,utilities,23.65,2026-05-07 17:23:52,0
T106611,U10033,M1027,fashion,56.16,2026-05-07 17:42:27,0
T100575,U10286,M1032,grocery,354.56,2026-05-07 18:35:57,0
T101845,U10040,M1044,grocery,14.67,2026-05-07 18:42:29,0
T102874,U10260,M1031,travel,14.38,2026-05-07 18:56:05,0
T105441,U10192,M1053,crypto,19.97,2026-05-07 19:08:27,0
T101159,U10262,M1044,grocery,48.49,2026-05-07 19:25:16,0
T100215,U10096,M1012,utilities,111.99,2026-05-07 19:46:38,0
T105711,U10248,M1024,utilities,44.38,2026-05-07 20:11:31,0
T106230,U10273,M1002,restaurant,11.55,2026-05-07 20:12:50,0
T103667,U10267,M1005,fashion,24.72,2026-05-07 20:27:16,0
T101165,U10018,M1024,utilities,40.77,2026-05-07 20:42:28,0
T103677,U10242,M1021,gaming,14.23,2026-05-07 21:01:00,0
T101477,U10189,M1056,gambling,28.9,2026-05-07 21:23:55,0
T106214,U10073,M1045,pharmacy,18.04,2026-05-07 21:31:49,0
T100286,U10104,M1031,travel,22.56,2026-05-07 21:48:16,0
T101449,U10034,M1008,travel,135.81,2026-05-07 22:02:55,0
T100193,U10180,M1022,electronics,22.18,2026-05-07 22:17:14,0
